dataset,budget_per_class,noise_rate,noise_type,method,n_cells,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1
dbpedia_14,8,0.3,class_conditional,multinomial_nb,5,0.5425714285714285,0.05258006528434634,0.5149632893655749,0.06330371591618442
dbpedia_14,8,0.3,class_conditional,softmax_logreg,5,0.5075000000000001,0.05335575634075371,0.4723859362570965,0.06566558460108847
dbpedia_14,8,0.3,class_conditional,trimmed_softmax_logreg,5,0.4607857142857143,0.04338155349539099,0.40036255414585875,0.05167569963713822
dbpedia_14,8,0.3,symmetric,linear_svm_hinge,5,0.5137857142857143,0.03985599076675927,0.48498432224515897,0.04722985375660491
dbpedia_14,8,0.3,symmetric,multinomial_nb,5,0.5418571428571428,0.01859119826856853,0.5091715704499505,0.023865973201976604
dbpedia_14,8,0.3,symmetric,softmax_logreg,5,0.4861428571428572,0.02811365417409142,0.45060962110969854,0.033193798757460286
dbpedia_14,8,0.3,symmetric,trimmed_softmax_logreg,5,0.45021428571428573,0.037795502377928517,0.3856789460970914,0.04571788561578478
dbpedia_14,16,0.0,class_conditional,linear_svm_hinge,5,0.7389285714285714,0.02347599729467508,0.7148650994541246,0.03165659834800691
dbpedia_14,16,0.0,class_conditional,multinomial_nb,5,0.8342142857142857,0.012605473381974718,0.8304031774047808,0.014041815185805773
dbpedia_14,16,0.0,class_conditional,softmax_logreg,5,0.8424285714285714,0.007379646581881123,0.8382285233865157,0.008823119723065737
dbpedia_14,16,0.0,class_conditional,trimmed_softmax_logreg,5,0.6602857142857144,0.009818246237677755,0.6047935566960478,0.010609658691393607
dbpedia_14,16,0.0,symmetric,linear_svm_hinge,5,0.7389285714285714,0.02347599729467508,0.7148650994541246,0.03165659834800691
dbpedia_14,16,0.0,symmetric,multinomial_nb,5,0.8342142857142857,0.012605473381974718,0.8304031774047808,0.014041815185805773
dbpedia_14,16,0.0,symmetric,softmax_logreg,5,0.8424285714285714,0.007379646581881123,0.8382285233865157,0.008823119723065737
dbpedia_14,16,0.0,symmetric,trimmed_softmax_logreg,5,0.6602857142857144,0.009818246237677755,0.6047935566960478,0.010609658691393607
dbpedia_14,16,0.05,class_conditional,linear_svm_hinge,5,0.708,0.05216467254018268,0.6774198875215947,0.060727722722228594
dbpedia_14,16,0.05,class_conditional,multinomial_nb,5,0.8062857142857144,0.04011374134754772,0.8019128995868154,0.04099227707754014
dbpedia_14,16,0.05,class_conditional,softmax_logreg,5,0.7758571428571428,0.0746613442587971,0.7660127522497823,0.08278939810552643
dbpedia_14,16,0.05,class_conditional,trimmed_softmax_logreg,5,0.6282142857142857,0.03568641769866044,0.5727062261467901,0.04252665344221679
dbpedia_14,16,0.05,symmetric,linear_svm_hinge,5,0.7464285714285713,0.03176604527877305,0.7378704081567335,0.03163104749856432
dbpedia_14,16,0.05,symmetric,multinomial_nb,5,0.8207142857142855,0.010768908382705356,0.8175911672477252,0.013024378455752373
dbpedia_14,16,0.05,symmetric,softmax_logreg,5,0.8034285714285714,0.006379175303361751,0.8018121790407122,0.007753086891482208
dbpedia_14,16,0.05,symmetric,trimmed_softmax_logreg,5,0.6502142857142857,0.029648106247813423,0.6075104504850801,0.03494744314770796
dbpedia_14,16,0.1,class_conditional,linear_svm_hinge,5,0.6718571428571428,0.02919183559329768,0.632434886786496,0.03488330983733788
