dataset,budget_per_class,noise_rate,noise_type,method,delta_accuracy_vs_clean,delta_macro_f1_vs_clean,macro_f1_slope_per_noise_rate
dbpedia_14,128,0.1,symmetric,trimmed_softmax_logreg,0.03192857142857153,0.050518347921951534,0.5051834792195153
dbpedia_14,128,0.2,class_conditional,linear_svm_hinge,-0.03885714285714281,-0.044182924499933995,-0.22091462249966998
dbpedia_14,128,0.2,class_conditional,multinomial_nb,-0.054928571428571216,-0.05700412106721031,-0.28502060533605156
dbpedia_14,128,0.2,class_conditional,softmax_logreg,-0.0794285714285714,-0.0946572209445663,-0.4732861047228315
dbpedia_14,128,0.2,class_conditional,trimmed_softmax_logreg,-0.06078571428571433,-0.06078625676325766,-0.3039312838162883
dbpedia_14,128,0.2,symmetric,linear_svm_hinge,-0.04749999999999999,-0.05425709434288828,-0.2712854717144414
dbpedia_14,128,0.2,symmetric,multinomial_nb,-0.02035714285714274,-0.020880557559205926,-0.10440278779602963
dbpedia_14,128,0.2,symmetric,softmax_logreg,-0.038285714285714256,-0.04190377406894563,-0.20951887034472816
dbpedia_14,128,0.2,symmetric,trimmed_softmax_logreg,0.03750000000000009,0.050528686604457196,0.252643433022286
dbpedia_14,128,0.3,class_conditional,linear_svm_hinge,-0.07892857142857135,-0.08948273343590663,-0.29827577811968875
dbpedia_14,128,0.3,class_conditional,multinomial_nb,-0.1252142857142856,-0.13013785053298255,-0.4337928351099418
dbpedia_14,128,0.3,class_conditional,softmax_logreg,-0.11978571428571416,-0.14399078765908857,-0.47996929219696194
dbpedia_14,128,0.3,class_conditional,trimmed_softmax_logreg,-0.09007142857142847,-0.10811994240748712,-0.3603998080249571
dbpedia_14,128,0.3,symmetric,linear_svm_hinge,-0.0932857142857142,-0.10303222114860999,-0.3434407371620333
dbpedia_14,128,0.3,symmetric,multinomial_nb,-0.03128571428571403,-0.03184710225683063,-0.10615700752276877
dbpedia_14,128,0.3,symmetric,softmax_logreg,-0.06364285714285711,-0.06836790608245202,-0.2278930202748401
dbpedia_14,128,0.3,symmetric,trimmed_softmax_logreg,-0.013428571428571345,-0.0084503608549521,-0.028167869516507
trec_qc,8,0.05,class_conditional,linear_svm_hinge,-0.029600000000000015,-0.014266602153706176,-0.2853320430741235
trec_qc,8,0.05,class_conditional,multinomial_nb,-0.061600000000000044,-0.04131578266623448,-0.8263156533246896
trec_qc,8,0.05,class_conditional,softmax_logreg,-0.016800000000000037,-0.007791484092186884,-0.1558296818437377
trec_qc,8,0.05,class_conditional,trimmed_softmax_logreg,-0.023599999999999954,-0.020016138079289703,-0.40032276158579405
trec_qc,8,0.05,symmetric,linear_svm_hinge,-0.041200000000000014,-0.027269547017631457,-0.5453909403526291
trec_qc,8,0.05,symmetric,multinomial_nb,-0.042800000000000005,-0.04073161010407761,-0.8146322020815522
trec_qc,8,0.05,symmetric,softmax_logreg,-0.04240000000000005,-0.03541060404116114,-0.7082120808232228
trec_qc,8,0.05,symmetric,trimmed_softmax_logreg,-0.0388,-0.03144196643383379,-0.6288393286766758
trec_qc,8,0.1,class_conditional,linear_svm_hinge,-0.0756,-0.04302407780650375,-0.43024077806503747
trec_qc,8,0.1,class_conditional,multinomial_nb,-0.10240000000000005,-0.07123925482946275,-0.7123925482946275
trec_qc,8,0.1,class_conditional,softmax_logreg,-0.0500000000000001,-0.02931764122529673,-0.2931764122529673
trec_qc,8,0.1,class_conditional,trimmed_softmax_logreg,-0.09800000000000003,-0.07781532791644752,-0.7781532791644752
trec_qc,8,0.1,symmetric,linear_svm_hinge,-0.05840000000000006,-0.044064758395947534,-0.44064758395947534
trec_qc,8,0.1,symmetric,multinomial_nb,-0.041200000000000125,-0.04131901362217211,-0.41319013622172107
trec_qc,8,0.1,symmetric,softmax_logreg,-0.05280000000000007,-0.05156358376077386,-0.5156358376077386
trec_qc,8,0.1,symmetric,trimmed_softmax_logreg,0.0008000000000000229,-0.04194485042346169,-0.4194485042346169
trec_qc,8,0.2,class_conditional,linear_svm_hinge,-0.0932,-0.062331594897872544,-0.3116579744893627
trec_qc,8,0.2,class_conditional,multinomial_nb,-0.11600000000000005,-0.09808747269052875,-0.49043736345264377
trec_qc,8,0.2,class_conditional,softmax_logreg,-0.07160000000000005,-0.05958636346080387,-0.29793181730401935
trec_qc,8,0.2,class_conditional,trimmed_softmax_logreg,-0.12320000000000003,-0.11856435337588461,-0.592821766879423
trec_qc,8,0.2,symmetric,linear_svm_hinge,-0.08679999999999999,-0.07528635304611098,-0.3764317652305549
trec_qc,8,0.2,symmetric,multinomial_nb,-0.09640000000000004,-0.09641312794398327,-0.48206563971991634
trec_qc,8,0.2,symmetric,softmax_logreg,0.0039999999999998925,-0.03626142762797452,-0.1813071381398726
trec_qc,8,0.2,symmetric,trimmed_softmax_logreg,-0.06040000000000001,-0.09027523507364732,-0.4513761753682366
trec_qc,8,0.3,class_conditional,linear_svm_hinge,-0.12760000000000005,-0.11774559269276091,-0.39248530897586975
trec_qc,8,0.3,class_conditional,multinomial_nb,-0.14080000000000004,-0.13388355868727142,-0.4462785289575714
trec_qc,8,0.3,class_conditional,softmax_logreg,-0.11640000000000006,-0.12152900200617217,-0.40509667335390726
trec_qc,8,0.3,class_conditional,trimmed_softmax_logreg,-0.08679999999999999,-0.1062377772815889,-0.354125924271963
trec_qc,8,0.3,symmetric,linear_svm_hinge,-0.0912,-0.10583095457621894,-0.35276984858739646
trec_qc,8,0.3,symmetric,multinomial_nb,-0.10760000000000008,-0.13095215778799624,-0.43650719262665416
trec_qc,8,0.3,symmetric,softmax_logreg,-0.07840000000000003,-0.09913516893115865,-0.33045056310386217
trec_qc,8,0.3,symmetric,trimmed_softmax_logreg,-0.10880000000000001,-0.15465794321925586,-0.5155264773975196
trec_qc,16,0.05,class_conditional,linear_svm_hinge,0.006400000000000017,0.027810228068874843,0.5562045613774969
trec_qc,16,0.05,class_conditional,multinomial_nb,-0.010399999999999965,-0.008148151454864472,-0.16296302909728944
trec_qc,16,0.05,class_conditional,softmax_logreg,-0.04999999999999999,-0.04470322983944869,-0.8940645967889738
trec_qc,16,0.05,class_conditional,trimmed_softmax_logreg,-0.021600000000000008,-0.02055507306809451,-0.4111014613618902
trec_qc,16,0.05,symmetric,linear_svm_hinge,0.02839999999999998,0.023784300447580287,0.47568600895160573
trec_qc,16,0.05,symmetric,multinomial_nb,0.025599999999999956,0.013620138349036803,0.27240276698073607
trec_qc,16,0.05,symmetric,softmax_logreg,-0.013600000000000001,-0.017939277177635826,-0.3587855435527165
trec_qc,16,0.05,symmetric,trimmed_softmax_logreg,-0.013200000000000045,-0.027100981069507868,-0.5420196213901574
trec_qc,16,0.1,class_conditional,linear_svm_hinge,-0.03400000000000003,-0.0236932926108947,-0.236932926108947
trec_qc,16,0.1,class_conditional,multinomial_nb,-0.05520000000000003,-0.04263800795616107,-0.4263800795616107
trec_qc,16,0.1,class_conditional,softmax_logreg,-0.04920000000000002,-0.04439946336307932,-0.44399463363079317
trec_qc,16,0.1,class_conditional,trimmed_softmax_logreg,-0.02240000000000003,-0.041293461784647545,-0.41293461784647545
trec_qc,16,0.1,symmetric,linear_svm_hinge,-0.014399999999999968,2.2171030584050566e-05,0.00022171030584050566
trec_qc,16,0.1,symmetric,multinomial_nb,-0.004400000000000015,-0.01745983616217589,-0.1745983616217589
trec_qc,16,0.1,symmetric,softmax_logreg,-0.0252,-0.036837613559273064,-0.36837613559273064
trec_qc,16,0.1,symmetric,trimmed_softmax_logreg,-0.04240000000000005,-0.07358955684404,-0.7358955684404
trec_qc,16,0.2,class_conditional,linear_svm_hinge,-0.04239999999999999,-0.029082210717610024,-0.14541105358805012
trec_qc,16,0.2,class_conditional,multinomial_nb,-0.04920000000000008,-0.0464018085389612,-0.232009042694806
trec_qc,16,0.2,class_conditional,softmax_logreg,-0.08040000000000003,-0.07190902176118846,-0.3595451088059423
trec_qc,16,0.2,class_conditional,trimmed_softmax_logreg,-0.09000000000000002,-0.09053102241761918,-0.4526551120880959
trec_qc,16,0.2,symmetric,linear_svm_hinge,-0.053600000000000037,-0.03875041755987446,-0.1937520877993723
trec_qc,16,0.2,symmetric,multinomial_nb,-0.09000000000000002,-0.08260430159964938,-0.4130215079982469
trec_qc,16,0.2,symmetric,softmax_logreg,-0.12240000000000001,-0.1191806336738071,-0.5959031683690355
trec_qc,16,0.2,symmetric,trimmed_softmax_logreg,-0.134,-0.13783104332739327,-0.6891552166369663
trec_qc,16,0.3,class_conditional,linear_svm_hinge,-0.07480000000000003,-0.07788970388177979,-0.25963234627259935
trec_qc,16,0.3,class_conditional,multinomial_nb,-0.07000000000000006,-0.08422003302105974,-0.28073344340353246
trec_qc,16,0.3,class_conditional,softmax_logreg,-0.10120000000000001,-0.11504172720744649,-0.3834724240248216
trec_qc,16,0.3,class_conditional,trimmed_softmax_logreg,-0.10880000000000001,-0.12700342698864742,-0.42334475662882476
trec_qc,16,0.3,symmetric,linear_svm_hinge,-0.06279999999999997,-0.053165336439063404,-0.17721778813021136
trec_qc,16,0.3,symmetric,multinomial_nb,-0.09000000000000002,-0.08986362413735866,-0.29954541379119554
trec_qc,16,0.3,symmetric,softmax_logreg,-0.10600000000000004,-0.09958320334397469,-0.33194401114658234
trec_qc,16,0.3,symmetric,trimmed_softmax_logreg,-0.15000000000000002,-0.15334427960804498,-0.5111475986934833
trec_qc,64,0.05,class_conditional,linear_svm_hinge,-0.03799999999999998,-0.03219958761248931,-0.6439917522497862
trec_qc,64,0.05,class_conditional,multinomial_nb,-0.005199999999999982,-0.0009363065670191517,-0.018726131340383034
trec_qc,64,0.05,class_conditional,softmax_logreg,-0.009199999999999986,-0.01072106878035528,-0.2144213756071056
trec_qc,64,0.05,class_conditional,trimmed_softmax_logreg,-0.07519999999999993,-0.05326904371356167,-1.0653808742712334
trec_qc,64,0.05,symmetric,linear_svm_hinge,0.0031999999999999806,-0.010532272952849142,-0.21064545905698284
trec_qc,64,0.05,symmetric,multinomial_nb,-0.016400000000000026,-0.014616455006157048,-0.29232910012314095
trec_qc,64,0.05,symmetric,softmax_logreg,-0.0036000000000001586,-0.009412908500918471,-0.18825817001836942
trec_qc,64,0.05,symmetric,trimmed_softmax_logreg,-0.09279999999999977,-0.07527991327271222,-1.5055982654542444
trec_qc,64,0.1,class_conditional,linear_svm_hinge,0.01040000000000002,0.005101107147520434,0.05101107147520434
trec_qc,64,0.1,class_conditional,multinomial_nb,-0.026800000000000046,-0.01899964578300639,-0.18999645783006391
trec_qc,64,0.1,class_conditional,softmax_logreg,-0.03960000000000008,-0.03138779779565448,-0.3138779779565448
trec_qc,64,0.1,class_conditional,trimmed_softmax_logreg,-0.059599999999999875,-0.04579667665265397,-0.45796676652653967
trec_qc,64,0.1,symmetric,linear_svm_hinge,0.00039999999999995595,-0.01557969790924213,-0.1557969790924213
trec_qc,64,0.1,symmetric,multinomial_nb,-0.005599999999999938,-0.0173886179515349,-0.17388617951534902
trec_qc,64,0.1,symmetric,softmax_logreg,-0.02080000000000004,-0.022507742750123794,-0.22507742750123794
trec_qc,64,0.1,symmetric,trimmed_softmax_logreg,-0.0928,-0.08826910207966032,-0.8826910207966032
trec_qc,64,0.2,class_conditional,linear_svm_hinge,-0.030799999999999994,-0.054068533479680714,-0.27034266739840357
trec_qc,64,0.2,class_conditional,multinomial_nb,-0.04799999999999999,-0.04689652550398149,-0.23448262751990745
trec_qc,64,0.2,class_conditional,softmax_logreg,-0.05400000000000005,-0.05651132444443485,-0.28255662222217426
trec_qc,64,0.2,class_conditional,trimmed_softmax_logreg,-0.11519999999999986,-0.0979710968529326,-0.48985548426466297
trec_qc,64,0.2,symmetric,linear_svm_hinge,-0.009999999999999953,-0.034680844972440394,-0.17340422486220197
trec_qc,64,0.2,symmetric,multinomial_nb,-0.08320000000000005,-0.08030927994188208,-0.4015463997094104
trec_qc,64,0.2,symmetric,softmax_logreg,-0.0908000000000001,-0.08766161256730148,-0.4383080628365074
trec_qc,64,0.2,symmetric,trimmed_softmax_logreg,-0.18319999999999992,-0.16665822349568232,-0.8332911174784116
trec_qc,64,0.3,class_conditional,linear_svm_hinge,0.013999999999999957,-0.0036998795077088364,-0.012332931692362789
trec_qc,64,0.3,class_conditional,multinomial_nb,-0.11199999999999999,-0.1003325804965296,-0.334441934988432
trec_qc,64,0.3,class_conditional,softmax_logreg,-0.1432000000000001,-0.12515560501286543,-0.4171853500428848
trec_qc,64,0.3,class_conditional,trimmed_softmax_logreg,-0.19919999999999982,-0.14614544766944138,-0.48715149223147125
trec_qc,64,0.3,symmetric,linear_svm_hinge,-0.00599999999999995,-0.029035320574385626,-0.09678440191461876
trec_qc,64,0.3,symmetric,multinomial_nb,-0.022399999999999975,-0.03292888413123962,-0.10976294710413208
trec_qc,64,0.3,symmetric,softmax_logreg,-0.04160000000000008,-0.04725483568843891,-0.15751611896146306
trec_qc,64,0.3,symmetric,trimmed_softmax_logreg,-0.09799999999999998,-0.07504916069991596,-0.2501638689997199
trec_qc,128,0.05,class_conditional,linear_svm_hinge,0.019199999999999995,0.017648701200247308,0.35297402400494615
trec_qc,128,0.05,class_conditional,multinomial_nb,-0.04720000000000002,-0.039713040626166096,-0.7942608125233219
trec_qc,128,0.05,class_conditional,softmax_logreg,-0.000800000000000245,-0.004402109700557766,-0.08804219401115532
trec_qc,128,0.05,class_conditional,trimmed_softmax_logreg,-0.018000000000000016,-0.030926269582877808,-0.6185253916575562
trec_qc,128,0.05,symmetric,linear_svm_hinge,-0.020399999999999863,-0.02515141382891184,-0.5030282765782368
trec_qc,128,0.05,symmetric,multinomial_nb,-0.03920000000000001,-0.03025862174963012,-0.6051724349926024
trec_qc,128,0.05,symmetric,softmax_logreg,0.0027999999999998026,5.4691128322237326e-05,0.0010938225664447465
trec_qc,128,0.05,symmetric,trimmed_softmax_logreg,-0.017199999999999993,-0.023406622252608034,-0.4681324450521607
trec_qc,128,0.1,class_conditional,linear_svm_hinge,-0.03839999999999999,-0.025560497701677898,-0.255604977016779
trec_qc,128,0.1,class_conditional,multinomial_nb,-0.0716,-0.06766538602167815,-0.6766538602167815
trec_qc,128,0.1,class_conditional,softmax_logreg,-0.00560000000000016,-0.013503727582713121,-0.1350372758271312
trec_qc,128,0.1,class_conditional,trimmed_softmax_logreg,-0.016000000000000014,-0.0187170832843081,-0.187170832843081
trec_qc,128,0.1,symmetric,linear_svm_hinge,-0.019199999999999995,-0.016102242306424097,-0.16102242306424097
trec_qc,128,0.1,symmetric,multinomial_nb,-0.09440000000000004,-0.07587111393337298,-0.7587111393337298
trec_qc,128,0.1,symmetric,softmax_logreg,-0.015199999999999991,-0.014790344885033835,-0.14790344885033835
trec_qc,128,0.1,symmetric,trimmed_softmax_logreg,-0.06320000000000003,-0.050061299104800505,-0.500612991048005
trec_qc,128,0.2,class_conditional,linear_svm_hinge,-0.08879999999999999,-0.07558211485892619,-0.37791057429463093
trec_qc,128,0.2,class_conditional,multinomial_nb,-0.13040000000000018,-0.12069341869444439,-0.6034670934722219
trec_qc,128,0.2,class_conditional,softmax_logreg,-0.06240000000000012,-0.057719779224991496,-0.2885988961249575
trec_qc,128,0.2,class_conditional,trimmed_softmax_logreg,-0.08799999999999997,-0.09142265289038087,-0.45711326445190437
trec_qc,128,0.2,symmetric,linear_svm_hinge,-0.06919999999999993,-0.05777713940855245,-0.28888569704276224
trec_qc,128,0.2,symmetric,multinomial_nb,-0.14400000000000002,-0.12188310362387778,-0.6094155181193889
trec_qc,128,0.2,symmetric,softmax_logreg,-0.05760000000000021,-0.046225267741731746,-0.23112633870865873
trec_qc,128,0.2,symmetric,trimmed_softmax_logreg,-0.0815999999999999,-0.06542454326017233,-0.32712271630086165
trec_qc,128,0.3,class_conditional,linear_svm_hinge,-0.04480000000000006,-0.06581028280124646,-0.2193676093374882
trec_qc,128,0.3,class_conditional,multinomial_nb,-0.2208000000000001,-0.1999261150306369,-0.6664203834354564
trec_qc,128,0.3,class_conditional,softmax_logreg,-0.1544000000000001,-0.14506343914754538,-0.48354479715848464
trec_qc,128,0.3,class_conditional,trimmed_softmax_logreg,-0.18279999999999996,-0.19806358689937892,-0.6602119563312631
trec_qc,128,0.3,symmetric,linear_svm_hinge,-0.08640000000000003,-0.0996927413299426,-0.33230913776647536
trec_qc,128,0.3,symmetric,multinomial_nb,-0.1724,-0.1613624652267288,-0.5378748840890961
trec_qc,128,0.3,symmetric,softmax_logreg,-0.04720000000000013,-0.05639575289827148,-0.18798584299423826
trec_qc,128,0.3,symmetric,trimmed_softmax_logreg,-0.09000000000000008,-0.10061227378478044,-0.3353742459492681
